,country,country_code,year,life_expectancy,gdp,health,education,military,research,net_aid
1335,Switzerland,CHE,2001-01-01,80.18,38538.64,56.93,4.96,0.99,,
1336,Channel Islands,CHI,2001-01-01,77.78,41609.02,,,,,
1337,Chile,CHL,2001-01-01,77.20,4709.92,53.54,,2.62,,59020000.0
1338,China,CHN,2001-01-01,72.18,1053.11,35.57,,2.08,0.95,1497660000.0
1339,Cote d'Ivoire,CIV,2001-01-01,46.61,663.64,26.62,3.67,,,186080000.0
1340,Cameroon,CMR,2001-01-01,51.76,589.20,24.02,2.61,1.29,,458090000.0
1341,"Congo, Dem. Rep.",COD,2001-01-01,50.63,150.42,5.41,,,,246640000.0
1342,"Congo, Rep.",COG,2001-01-01,50.77,877.63,54.78,,1.95,,73890000.0
1343,Colombia,COL,2001-01-01,71.26,2395.86,78.70,3.71,3.32,0.11,383880000.0
1344,Comoros,COM,2001-01-01,59.51,391.96,38.28,,,,27670000.0
1345,Cabo Verde,CPV,2001-01-01,70.09,1258.56,75.43,,0.82,,78060000.0
1346,Costa Rica,CRI,2001-01-01,77.57,3981.53,75.69,4.71,0.00,,3140000.0
1347,Cuba,CUB,2001-01-01,76.87,2841.10,90.44,8.36,,0.57,54650000.0
1348,Curacao,CUW,2001-01-01,,,,,,,
1349,Cayman Islands,CYM,2001-01-01,,,,,,,-780000.0
1350,Cyprus,CYP,2001-01-01,78.10,15062.92,42.36,5.15,3.10,0.24,49700000.0
1351,Czech Republic,CZE,2001-01-01,75.17,6594.72,89.77,3.76,1.76,1.11,313780000.0
1352,Germany,DEU,2001-01-01,78.33,23687.32,79.12,,1.41,2.39,
1353,Djibouti,DJI,2001-01-01,57.09,779.77,64.89,7.81,4.55,,59400000.0
1354,Dominica,DMA,2001-01-01,,4925.63,70.17,,,,19690000.0
1355,Denmark,DNK,2001-01-01,76.79,30751.65,84.18,8.22,1.53,2.32,
1356,Dominican Republic,DOM,2001-01-01,70.84,2862.15,34.43,2.02,1.25,,106980000.0
1357,Algeria,DZA,2001-01-01,70.60,1732.96,77.43,,3.82,0.23,198860000.0
1358,Ecuador,ECU,2001-01-01,73.23,1903.74,31.84,,1.57,0.05,176800000.0
1359,"Egypt, Arab Rep.",EGY,2001-01-01,68.79,1402.76,40.48,,3.14,,1302410000.0
1360,Eritrea,ERI,2001-01-01,56.58,205.85,35.12,4.05,22.14,,284700000.0
1361,Spain,ESP,2001-01-01,79.37,15323.61,71.20,4.12,1.63,0.89,
1362,Estonia,EST,2001-01-01,70.26,4498.96,78.65,5.24,1.50,0.70,68500000.0
1363,Ethiopia,ETH,2001-01-01,52.59,120.35,52.33,3.70,4.32,,1103600000.0
1364,Finland,FIN,2001-01-01,77.97,24913.24,71.97,5.85,1.14,3.20,
1365,Fiji,FJI,2001-01-01,67.79,2038.90,80.09,5.62,1.98,,26180000.0
1366,France,FRA,2001-01-01,79.16,22527.32,79.38,5.42,2.41,2.13,
1367,Faroe Islands,FRO,2001-01-01,78.64,24566.06,,,,,
1368,"Micronesia, Fed. Sts.",FSM,2001-01-01,67.38,2239.92,93.28,,,,137900000.0
1369,Gabon,GAB,2001-01-01,59.12,3981.86,39.81,,1.79,,8640000.0
1370,United Kingdom,GBR,2001-01-01,77.99,27284.22,78.87,4.39,2.19,1.71,
1371,Georgia,GEO,2001-01-01,71.92,733.97,17.76,2.14,0.74,0.24,294130000.0
1372,Ghana,GHA,2001-01-01,57.15,275.47,57.46,5.35,0.61,,644850000.0
1373,Gibraltar,GIB,2001-01-01,,,,,,,730000.0
1374,Guinea,GIN,2001-01-01,51.25,316.38,34.77,2.08,3.10,,289250000.0
1375,"Gambia, The",GMB,2001-01-01,56.07,542.50,41.90,1.16,0.36,,52730000.0
1376,Guinea-Bissau,GNB,2001-01-01,51.60,291.95,9.60,,1.58,,60690000.0
1377,Equatorial Guinea,GNQ,2001-01-01,52.40,2661.42,74.90,,,,13240000.0
1378,Greece,GRC,2001-01-01,78.39,12538.18,60.76,3.36,3.25,0.56,
1379,Grenada,GRD,2001-01-01,70.47,5109.96,58.85,,,,11290000.0
1380,Greenland,GRL,2001-01-01,67.61,19275.43,,,,0.53,
1381,Guatemala,GTM,2001-01-01,68.23,1561.60,32.04,,1.05,,226320000.0
1382,Guam,GUM,2001-01-01,75.45,,,,,,
1383,Guyana,GUY,2001-01-01,65.11,936.92,84.09,8.59,2.06,,112140000.0
1384,"Hong Kong SAR, China",HKG,2001-01-01,81.42,25230.22,,3.90,,0.54,3570000.0
1385,Honduras,HND,2001-01-01,70.71,1187.49,52.59,,0.82,0.04,658400000.0
1386,Croatia,HRV,2001-01-01,74.51,5245.42,83.28,,2.70,0.92,112130000.0
1387,Haiti,HTI,2001-01-01,57.93,413.74,26.15,,0.00,,170330000.0
1388,Hungary,HUN,2001-01-01,72.25,5270.81,68.98,4.94,1.57,0.91,417490000.0
1389,Indonesia,IDN,2001-01-01,66.43,748.18,43.17,2.46,0.57,0.05,1468960000.0
1390,Isle of Man,IMN,2001-01-01,,20804.50,,,,,
1391,India,IND,2001-01-01,63.02,460.83,23.97,,2.92,0.72,1729610000.0
1392,Ireland,IRL,2001-01-01,77.13,28223.54,74.44,4.09,0.70,1.05,
1393,"Iran, Islamic Rep.",IRN,2001-01-01,70.52,1899.02,43.69,4.07,2.47,0.50,114560000.0
1394,Iraq,IRQ,2001-01-01,69.09,,,,,,122700000.0
1395,Iceland,ISL,2001-01-01,80.69,28585.93,81.18,6.80,,2.88,
1396,Israel,ISR,2001-01-01,79.41,20306.20,62.01,6.38,7.29,4.19,172350000.0
1397,Italy,ITA,2001-01-01,80.13,20400.81,73.62,4.67,1.89,1.04,
1398,Jamaica,JAM,2001-01-01,72.48,3470.89,45.89,5.41,0.51,0.05,54000000.0
1399,Jordan,JOR,2001-01-01,71.96,1850.06,48.33,,5.89,,450310000.0
1400,Japan,JPN,2001-01-01,81.42,33846.47,81.29,3.57,0.95,3.07,
1401,Kazakhstan,KAZ,2001-01-01,65.77,1490.93,56.64,,1.00,0.22,152150000.0
1402,Kenya,KEN,2001-01-01,50.82,407.55,44.73,5.21,1.50,,472410000.0
1403,Kyrgyz Republic,KGZ,2001-01-01,68.71,308.41,41.14,3.85,2.35,0.17,187720000.0
1404,Cambodia,KHM,2001-01-01,59.25,319.69,22.86,1.72,1.78,,415350000.0
1405,Kiribati,KIR,2001-01-01,64.17,734.95,94.32,11.99,,,12430000.0
1406,St. Kitts and Nevis,KNA,2001-01-01,,9963.39,45.50,4.40,,,10130000.0
1407,"Korea, Rep.",KOR,2001-01-01,76.34,11255.95,55.23,3.90,2.43,2.34,-111330000.0
1408,Kuwait,KWT,2001-01-01,73.39,17532.86,81.41,6.59,7.70,0.18,4690000.0
1409,Lao PDR,LAO,2001-01-01,59.45,326.03,27.27,1.99,0.72,,244840000.0
1410,Lebanon,LBN,2001-01-01,74.92,5253.10,34.24,2.84,5.43,,198970000.0
1411,Liberia,LBR,2001-01-01,52.53,173.74,25.71,,,,38480000.0
1412,Libya,LBY,2001-01-01,70.72,6283.74,54.47,,2.40,,6950000.0
1413,St. Lucia,LCA,2001-01-01,71.64,4679.38,53.19,6.86,,,16330000.0
1414,Liechtenstein,LIE,2001-01-01,79.28,74022.60,,,,,
1415,Sri Lanka,LKA,2001-01-01,71.88,837.70,46.18,,4.29,,336290000.0
1416,Lesotho,LSO,2001-01-01,45.67,441.20,58.07,10.77,2.83,,55550000.0
1417,Lithuania,LTU,2001-01-01,71.66,3530.15,72.65,5.84,1.36,0.67,130230000.0
1418,Luxembourg,LUX,2001-01-01,77.82,47680.37,84.25,3.59,0.76,,
1419,Latvia,LVA,2001-01-01,70.76,3572.81,51.21,5.46,1.04,0.40,105180000.0
1420,"Macao SAR, China",MAC,2001-01-01,77.83,15547.68,,2.73,,0.07,530000.0
1421,St. Martin (French part),MAF,2001-01-01,77.17,,,,,,
1422,Morocco,MAR,2001-01-01,68.87,1334.12,32.17,,3.73,0.63,493850000.0
1423,Monaco,MCO,2001-01-01,,82542.36,87.40,,,,
1424,Moldova,MDA,2001-01-01,67.07,407.73,45.85,4.85,0.40,,119240000.0
1425,Madagascar,MDG,2001-01-01,59.11,278.99,54.30,3.25,1.44,0.22,374530000.0
1426,Maldives,MDV,2001-01-01,71.01,3028.34,63.38,,,,24770000.0
1427,Mexico,MEX,2001-01-01,74.53,6952.29,44.81,4.43,0.49,0.34,98700000.0
1428,Marshall Islands,MHL,2001-01-01,,2206.66,85.98,,,,74010000.0
1429,"Macedonia, FYR",MKD,2001-01-01,73.46,1835.01,56.59,,6.10,0.29,247640000.0
1430,Mali,MLI,2001-01-01,49.44,304.61,44.93,2.66,1.30,,351740000.0
1431,Malta,MLT,2001-01-01,78.84,11021.79,67.95,,0.63,,1700000.0
1432,Myanmar,MMR,2001-01-01,62.40,134.41,12.50,,1.80,0.07,125670000.0
1433,Montenegro,MNE,2001-01-01,73.19,1909.64,72.40,,,,
1434,Mongolia,MNG,2001-01-01,63.38,524.02,71.49,,1.82,0.27,213840000.0
1435,Northern Mariana Islands,MNP,2001-01-01,,,,,,,
1436,Mozambique,MOZ,2001-01-01,49.07,253.66,70.31,,1.06,,961470000.0
1437,Mauritania,MRT,2001-01-01,60.11,463.27,43.33,2.84,4.00,,282740000.0
1438,Mauritius,MUS,2001-01-01,71.77,3792.18,51.85,3.17,0.20,0.37,21280000.0
1439,Malawi,MWI,2001-01-01,44.46,149.37,43.66,4.51,0.74,,411100000.0
1440,Malaysia,MYS,2001-01-01,73.04,3878.77,58.59,7.48,2.08,,29330000.0
1441,Namibia,NAM,2001-01-01,54.40,1836.76,56.23,6.91,2.73,,109510000.0
1442,New Caledonia,NCL,2001-01-01,74.83,,,,,,294150000.0
1443,Niger,NER,2001-01-01,51.37,167.09,26.63,2.87,1.28,,258980000.0
1444,Nigeria,NGA,2001-01-01,46.88,350.26,31.35,,1.29,,167820000.0
1445,Nicaragua,NIC,2001-01-01,70.13,1043.60,53.92,,0.53,,931910000.0
1446,Netherlands,NLD,2001-01-01,78.19,26584.12,62.81,4.75,1.45,1.82,
1447,Norway,NOR,2001-01-01,78.79,38549.59,83.56,6.83,1.70,1.56,
1448,Nepal,NPL,2001-01-01,63.02,248.83,29.74,3.71,1.10,,388990000.0
1449,Nauru,NRU,2001-01-01,,,93.25,,,,7260000.0
1450,New Zealand,NZL,2001-01-01,78.69,13882.86,76.42,6.56,1.47,1.10,
1451,Oman,OMN,2001-01-01,72.79,8559.57,82.03,4.02,12.47,,8310000.0
1452,Pakistan,PAK,2001-01-01,63.01,511.81,21.15,,4.18,0.17,1946770000.0
1453,Panama,PAN,2001-01-01,75.29,4050.04,67.08,4.11,0.00,0.38,27750000.0
1454,Peru,PER,2001-01-01,70.96,1981.24,56.80,3.06,1.74,0.11,453690000.0
1455,Philippines,PHL,2001-01-01,66.80,958.01,44.17,3.03,1.47,,571830000.0
1456,Palau,PLW,2001-01-01,,8245.72,71.73,7.56,,,34280000.0
1457,Papua New Guinea,PNG,2001-01-01,59.14,558.88,88.30,,0.82,,202910000.0
1458,Poland,POL,2001-01-01,74.20,4981.20,71.90,5.33,1.91,0.62,958490000.0
1459,Puerto Rico,PRI,2001-01-01,77.07,18243.72,,,,,
1460,"Korea, Dem. People's Rep.",PRK,2001-01-01,65.80,,,,,,117890000.0
1461,Portugal,PRT,2001-01-01,76.81,11729.15,68.47,5.34,1.91,0.76,
1462,Paraguay,PRY,2001-01-01,70.34,1417.26,34.86,4.25,1.26,0.07,63210000.0
1463,West Bank and Gaza,PSE,2001-01-01,70.92,1335.55,,,,,997590000.0
1464,French Polynesia,PYF,2001-01-01,72.80,,,,,,388330000.0
1465,Qatar,QAT,2001-01-01,76.61,28577.30,75.18,3.20,,,3910000.0
1466,Romania,ROU,2001-01-01,71.16,1839.73,81.12,3.24,2.42,0.39,646580000.0
1467,Russian Federation,RUS,2001-01-01,65.38,2100.36,58.66,3.11,3.81,1.18,1089810000.0
1468,Rwanda,RWA,2001-01-01,49.51,201.06,48.83,5.67,3.40,,304660000.0
1469,Saudi Arabia,SAU,2001-01-01,72.72,8315.74,72.54,7.77,11.49,,13110000.0
1470,Sudan,SDN,2001-01-01,58.32,368.52,25.49,,2.94,0.45,192260000.0
1471,Senegal,SEN,2001-01-01,58.14,482.07,42.89,3.29,1.41,,423580000.0
1472,Singapore,SGP,2001-01-01,78.25,21577.08,37.45,3.55,4.83,2.02,850000.0
1473,Solomon Islands,SLB,2001-01-01,63.47,945.53,95.64,,,,58770000.0
1474,Sierra Leone,SLE,2001-01-01,39.65,255.79,23.86,3.47,2.77,,334630000.0
1475,El Salvador,SLV,2001-01-01,69.01,2363.27,46.81,,1.09,,237400000.0
1476,San Marino,SMR,2001-01-01,80.97,29354.55,91.23,,,,
1477,Somalia,SOM,2001-01-01,51.22,,,,,,149300000.0
1478,Serbia,SRB,2001-01-01,72.23,1634.88,66.81,,4.03,0.32,1304180000.0
1479,South Sudan,SSD,2001-01-01,49.61,,,,,,
1480,Sao Tome and Principe,STP,2001-01-01,63.48,515.92,36.90,,,,38180000.0
1481,Suriname,SUR,2001-01-01,68.01,1576.72,49.94,,,,25150000.0
1482,Slovak Republic,SVK,2001-01-01,73.40,5708.08,89.29,3.94,1.84,0.63,164040000.0
1483,Slovenia,SVN,2001-01-01,75.76,10479.30,73.29,5.76,1.30,1.47,125560000.0
1484,Sweden,SWE,2001-01-01,79.80,26969.24,81.14,6.69,1.72,3.91,
1485,Swaziland,SWZ,2001-01-01,47.43,1418.35,57.36,5.52,1.29,,29150000.0
1486,Sint Maarten (Dutch part),SXM,2001-01-01,,,,,,,
1487,Seychelles,SYC,2001-01-01,,7663.14,84.39,,1.78,0.43,13410000.0
1488,Syrian Arab Republic,SYR,2001-01-01,73.02,1263.89,44.21,4.36,5.26,,153680000.0
1489,Turks and Caicos Islands,TCA,2001-01-01,,,,,,,6670000.0
1490,Chad,TCD,2001-01-01,47.59,197.30,39.38,2.43,1.53,,188600000.0
1491,Togo,TGO,2001-01-01,53.53,266.13,29.22,4.19,,,46090000.0
1492,Thailand,THA,2001-01-01,70.85,1896.97,56.38,4.82,1.43,0.25,282150000.0
1493,Tajikistan,TJK,2001-01-01,64.07,171.81,20.71,2.38,1.15,0.09,165560000.0
1494,Turkmenistan,TKM,2001-01-01,64.03,776.57,72.78,,,,74930000.0
1495,Timor-Leste,TLS,2001-01-01,60.29,522.03,32.64,,,,194170000.0
1496,Tonga,TON,2001-01-01,70.90,1841.28,75.71,4.53,,,20380000.0
1497,Trinidad and Tobago,TTO,2001-01-01,68.65,6935.71,50.63,3.07,0.16,0.12,-1730000.0
1498,Tunisia,TUN,2001-01-01,73.51,2254.94,53.57,6.20,1.52,,366220000.0
1499,Turkey,TUR,2001-01-01,70.56,3053.87,68.07,2.71,3.68,0.54,133260000.0
1500,Tuvalu,TUV,2001-01-01,,1393.36,99.06,,,,9510000.0
1501,Tanzania,TZA,2001-01-01,51.28,306.24,54.00,,1.45,,1274900000.0
1502,Uganda,UGA,2001-01-01,47.40,238.05,27.27,,2.32,,828940000.0
1503,Ukraine,UKR,2001-01-01,68.29,780.74,54.32,4.68,2.86,1.02,514830000.0
1504,Uruguay,URY,2001-01-01,74.90,6281.37,31.03,2.80,2.51,,16220000.0
1505,United States,USA,2001-01-01,76.84,37273.62,44.24,5.46,2.94,2.64,
1506,Uzbekistan,UZB,2001-01-01,67.03,456.70,48.33,,0.83,,154090000.0
1507,St. Vincent and the Grenadines,VCT,2001-01-01,70.63,3982.26,80.95,,,0.04,8120000.0
1508,"Venezuela, RB",VEN,2001-01-01,72.58,4927.94,44.94,,1.56,,46660000.0
1509,British Virgin Islands,VGB,2001-01-01,,,,,,,2060000.0
1510,Virgin Islands (U.S.),VIR,2001-01-01,77.87,,,,,,
1511,Vietnam,VNM,2001-01-01,73.37,448.88,31.46,,,,1431860000.0
1512,Vanuatu,VUT,2001-01-01,67.93,1362.62,82.86,8.95,,,31620000.0
1513,Samoa,WSM,2001-01-01,69.82,1555.47,74.59,3.83,,,43120000.0
1514,Kosovo,XKX,2001-01-01,68.00,1490.36,,,,,
1515,"Yemen, Rep.",YEM,2001-01-01,60.68,538.29,52.92,9.24,5.48,,371830000.0
1516,South Africa,ZAF,2001-01-01,54.57,2681.70,40.06,5.16,1.48,0.72,428880000.0
1517,Zambia,ZMB,2001-01-01,44.27,376.98,53.73,,,,570840000.0
1518,Zimbabwe,ZWE,2001-01-01,41.00,537.72,51.72,,4.23,,160210000.0
1519,Aruba,ABW,2002-01-01,73.87,20433.65,,4.92,,,10490000.0
1520,Afghanistan,AFG,2002-01-01,55.86,192.15,7.09,,,,1309770000.0
1521,Angola,AGO,2002-01-01,46.71,775.77,46.37,,3.51,,414030000.0
1522,Albania,ALB,2002-01-01,75.15,1453.64,35.81,3.06,1.32,,307360000.0
1523,Andorra,AND,2002-01-01,,24174.27,68.81,1.70,,,
1524,United Arab Emirates,ARE,2002-01-01,74.97,32355.41,63.07,,4.88,,3830000.0
1525,Argentina,ARG,2002-01-01,74.16,2579.19,53.56,4.02,1.09,0.39,88190000.0
1526,Armenia,ARM,2002-01-01,72.20,779.83,25.21,2.14,2.70,0.25,295220000.0
1527,American Samoa,ASM,2002-01-01,,8752.06,,,,,
1528,Antigua and Barbuda,ATG,2002-01-01,73.82,10027.86,66.84,3.45,,,13510000.0
1529,Australia,AUS,2002-01-01,79.94,20059.45,66.99,,1.94,1.75,
1530,Austria,AUT,2002-01-01,78.68,26351.38,74.07,5.53,0.88,2.07,
1531,Azerbaijan,AZE,2002-01-01,67.56,763.10,17.73,3.15,2.24,0.30,350810000.0
1532,Burundi,BDI,2002-01-01,51.93,115.28,30.18,3.00,5.44,,171910000.0
1533,Belgium,BEL,2002-01-01,78.08,25052.33,73.80,5.95,1.22,1.89,
1534,Benin,BEN,2002-01-01,55.81,411.96,44.19,2.95,0.85,,221540000.0
1535,Burkina Faso,BFA,2002-01-01,51.34,260.98,42.89,,1.32,0.34,440270000.0
1536,Bangladesh,BGD,2002-01-01,66.48,401.71,41.18,2.02,0.00,,900550000.0
1537,Bulgaria,BGR,2002-01-01,71.87,2087.53,61.26,3.39,2.79,0.47,326810000.0
